,index,date,content,renderedContent,hashtags,likeCount,location
2920,2958,2020-04-22 18:00:57+00:00,Random Onion at the Bus Stop #onions #onion #busstop #ctabusstop #80bus #irvingparkbus #irvingparkbusstop #notworkingfromhome #workingfromhome @ Buena Park https://t.co/HjIYSBvsiR,Random Onion at the Bus Stop #onions #onion #busstop #ctabusstop #80bus #irvingparkbus #irvingparkbusstop #notworkingfromhome #workingfromhome @ Buena Park instagram.com/p/B_St1ZnlfHr/…,"('onions', 'onion', 'busstop', 'ctabusstop', '80bus', 'irvingparkbus', 'irvingparkbusstop', 'notworkingfromhome', 'workingfromhome')",0,Chicago
2921,2959,2020-04-22 13:33:19+00:00,"👉 ‘I’m not touching you!’ The @listendotco squad and I sat down to discuss post-Covid consumerism, brand #marketing and my yearning for patio beers with you all. **With MC: @Jo_Cosmas and jazzy @jeffcantalupo #podcast #branding #VentureCapital #QuarantineLife #workingfromhome https://t.co/IPM9G9OrK1","👉 ‘I’m not touching you!’ The @listendotco squad and I sat down to discuss post-Covid consumerism, brand #marketing and my yearning for patio beers with you all. **With MC: @Jo_Cosmas and jazzy @jeffcantalupo #podcast #branding #VentureCapital #QuarantineLife #workingfromhome https://t.co/IPM9G9OrK1","('marketing', 'podcast', 'branding', 'VentureCapital', 'QuarantineLife', 'workingfromhome')",2,Chicago
2922,2960,2020-04-22 02:46:27+00:00,Recommendation: do not spend 13 hours in front a computer with only bathroom breaks and one 8 minute walk. Not good for your body or your soul. #remoteworking #workingfromhome #protip #worklifebalance https://t.co/oBw1qPOE9y,Recommendation: do not spend 13 hours in front a computer with only bathroom breaks and one 8 minute walk. Not good for your body or your soul. #remoteworking #workingfromhome #protip #worklifebalance https://t.co/oBw1qPOE9y,"('remoteworking', 'workingfromhome', 'protip', 'worklifebalance')",2,Chicago
2923,2962,2020-04-20 21:01:19+00:00,"I apologize to any Herbs I may have offended. It's not you, it's me. Merry 4/20.
•
•
•
•
•
•
•
•
•
•
#herb #(h)erb #420 #weed #magazine #humor #comedy #art #chicago #dramady #420on420 #workingfromhome #covid_19… https://t.co/7J76yuaMC8","I apologize to any Herbs I may have offended. It's not you, it's me. Merry 4/20.
•
•
•
•
•
•
•
•
•
•
#herb #(h)erb #420 #weed #magazine #humor #comedy #art #chicago #dramady #420on420 #workingfromhome #covid_19… instagram.com/p/B_N44hsJpoS/…","('herb', 'weed', 'magazine', 'humor', 'comedy', 'art', 'chicago', 'dramady', '420on420', 'workingfromhome', 'covid_19')",0,Chicago
2924,2963,2020-04-18 18:28:10+00:00,"My co-workers are the best♥️♥️ @raycrawford #workingfromhome abc7chicago @ Chicago, Illinois https://t.co/y7pQAHZb4g","My co-workers are the best♥️♥️ @raycrawford #workingfromhome abc7chicago @ Chicago, Illinois instagram.com/p/B_IdxOZlqOJ/…","('workingfromhome',)",8,Chicago
2925,2964,2020-04-17 00:30:27+00:00,"@ATT your internet service is subpar @ best. I’m sorry, &amp; truthfully have been putting it off, but we are going to have to get .@Xfinity ASAP. My job is too important to keep suffering through this painfully inadequate WiFi. We need consistently reliable internet #workingfromhome","@ATT your internet service is subpar @ best. I’m sorry, &amp; truthfully have been putting it off, but we are going to have to get .@Xfinity ASAP. My job is too important to keep suffering through this painfully inadequate WiFi. We need consistently reliable internet #workingfromhome","('workingfromhome',)",0,Chicago
2926,2965,2020-04-16 21:00:28+00:00,"While #workingfromhome and #socialdistancing, you can respond to the #2020Census online at https://t.co/lpXzpedVlR
👩🏻‍💻           👨🏼‍💻           👩🏽‍💻           👩🏿‍💻
        👨🏿‍💻           👨🏻‍💻           👩🏼‍💻           👨🏽‍💻                        
#CookCountyCensus #MakeILCount #ILCountMeIn2020","While #workingfromhome and #socialdistancing, you can respond to the #2020Census online at my2020census.gov
👩🏻‍💻           👨🏼‍💻           👩🏽‍💻           👩🏿‍💻
        👨🏿‍💻           👨🏻‍💻           👩🏼‍💻           👨🏽‍💻                        
#CookCountyCensus #MakeILCount #ILCountMeIn2020","('workingfromhome', 'socialdistancing', '2020Census', 'CookCountyCensus', 'MakeILCount', 'ILCountMeIn2020')",10,Chicago
2927,2966,2020-04-15 15:10:02+00:00,#WorkingFromHome A Retrospective by Kamaca Champion entitled “Wednesday. Sunday. Chicago.”  #ViewFromMyWindow https://t.co/uIbc9RlFwK,#WorkingFromHome A Retrospective by Kamaca Champion entitled “Wednesday. Sunday. Chicago.”  #ViewFromMyWindow https://t.co/uIbc9RlFwK,"('WorkingFromHome', 'ViewFromMyWindow')",1,Chicago
2928,2967,2020-04-14 17:09:05+00:00,"Wearing a mask makes my glasses fog up! #notworkingfromhome #workingfromhome #socialdistancing #imstillworking @ Rogers Park, Chicago https://t.co/AuXhkxfxja","Wearing a mask makes my glasses fog up! #notworkingfromhome #workingfromhome #socialdistancing #imstillworking @ Rogers Park, Chicago instagram.com/p/B--BimRFcF2/…","('notworkingfromhome', 'workingfromhome', 'socialdistancing', 'imstillworking')",0,Chicago
2929,2968,2020-04-14 02:22:26+00:00,So we have one piece of chocolate left in the house. I suggested we throw it in the middle of the floor and we go for it. I see it as Basic zombie apocalypse training. #pandemic #pandemicgames #boredomstrikes #COVID2019 #StayHome #workingfromhome,So we have one piece of chocolate left in the house. I suggested we throw it in the middle of the floor and we go for it. I see it as Basic zombie apocalypse training. #pandemic #pandemicgames #boredomstrikes #COVID2019 #StayHome #workingfromhome,"('pandemic', 'pandemicgames', 'boredomstrikes', 'COVID2019', 'StayHome', 'workingfromhome')",6,Chicago
2930,2969,2020-04-13 18:01:36+00:00,Mid-morning = Teaching a UK certification from my dining room. #commuterlife #lockdown2020 #kihararesistancestretching #changingtheworld #workingfromhome @ Stretch Chi https://t.co/xfnb7LxZRE,Mid-morning = Teaching a UK certification from my dining room. #commuterlife #lockdown2020 #kihararesistancestretching #changingtheworld #workingfromhome @ Stretch Chi instagram.com/p/B-7iaE3jV7O/…,"('commuterlife', 'lockdown2020', 'kihararesistancestretching', 'changingtheworld', 'workingfromhome')",0,Chicago
2931,2970,2020-04-09 19:57:19+00:00,My new work helmet came. #workingfromhome @whinerbeer @ Flynnglis Base https://t.co/N9X5TdIt8x,My new work helmet came. #workingfromhome @whinerbeer @ Flynnglis Base instagram.com/p/B-xc0TyBNYo/…,"('workingfromhome',)",0,Chicago
2932,2971,2020-04-09 19:26:46+00:00,#WorkingFromHome is putting #netflix on mute whenever you need to call your boss 🤫😇,#WorkingFromHome is putting #netflix on mute whenever you need to call your boss 🤫😇,"('WorkingFromHome', 'netflix')",1,Chicago
2933,2972,2020-04-08 14:49:25+00:00,Can't count how many calls I've done with Ellie on my lap!#QuaratineLife #workingfromhome #COVID19 https://t.co/WlPzCtG9sy,Can't count how many calls I've done with Ellie on my lap!#QuaratineLife #workingfromhome #COVID19 https://t.co/WlPzCtG9sy,"('QuaratineLife', 'workingfromhome', 'COVID19')",2,Chicago
2934,2974,2020-04-08 02:33:11+00:00,I’m back at it! I can’t wait to reveal this beauty! Girl with the Clay Earring #girlwiththepearlearring #paintersofinstagram #oilpainter #artistlife #workingfromhome #staysafeoutthere #almostdone #artinprogress… https://t.co/lNHzNdKvMs,I’m back at it! I can’t wait to reveal this beauty! Girl with the Clay Earring #girlwiththepearlearring #paintersofinstagram #oilpainter #artistlife #workingfromhome #staysafeoutthere #almostdone #artinprogress… instagram.com/p/B-s_O8Qg_HP/…,"('girlwiththepearlearring', 'paintersofinstagram', 'oilpainter', 'artistlife', 'workingfromhome', 'staysafeoutthere', 'almostdone', 'artinprogress')",0,Chicago
2935,2975,2020-04-07 20:02:58+00:00,Week 4 #notworkingfromhome #workingfromhome #essential #wgn #wgnnews #wgntv #wgn9 #watchwgn @ WGN News Chicago https://t.co/7aCngs6qxG,Week 4 #notworkingfromhome #workingfromhome #essential #wgn #wgnnews #wgntv #wgn9 #watchwgn @ WGN News Chicago instagram.com/p/B-sT38nlIX5/…,"('notworkingfromhome', 'workingfromhome', 'essential', 'wgn', 'wgnnews', 'wgntv', 'wgn9', 'watchwgn')",0,Chicago
2936,2976,2020-04-06 15:31:35+00:00,I just want to say .... I love my team at work. I am a lucky gal. Truly. #BlessedAndGrateful #workingfromhome 💜🙏🏻,I just want to say .... I love my team at work. I am a lucky gal. Truly. #BlessedAndGrateful #workingfromhome 💜🙏🏻,"('BlessedAndGrateful', 'workingfromhome')",0,Chicago
2937,2977,2020-04-03 02:19:50+00:00,"Proud to say the newest addition to the decor in my apartment is a 50ft bright blue Ethernet cable 

#workingfromhome","Proud to say the newest addition to the decor in my apartment is a 50ft bright blue Ethernet cable 

#workingfromhome","('workingfromhome',)",0,Chicago
2938,2978,2020-04-02 20:35:10+00:00,"Thought for Food.
•••
•••
•••
#bojangles #homesick #workingfromhome #foodrun #delivery #foodforthought #thoguhtforfood #chicago #southcarolina #south #kentucky #chicken #fries #bojanglesfries #outmywindow… https://t.co/cDMt4EBadB","Thought for Food.
•••
•••
•••
#bojangles #homesick #workingfromhome #foodrun #delivery #foodforthought #thoguhtforfood #chicago #southcarolina #south #kentucky #chicken #fries #bojanglesfries #outmywindow… instagram.com/p/B-fflP2Jxpg/…","('bojangles', 'homesick', 'workingfromhome', 'foodrun', 'delivery', 'foodforthought', 'thoguhtforfood', 'chicago', 'southcarolina', 'south', 'kentucky', 'chicken', 'fries', 'bojanglesfries', 'outmywindow')",1,Chicago
2939,2979,2020-04-02 19:06:06+00:00,Cats don’t respect my art. #Quarantine #CatsOfTheQuarantine #cats #workingfromhome https://t.co/Axa46LQ0Qi,Cats don’t respect my art. #Quarantine #CatsOfTheQuarantine #cats #workingfromhome https://t.co/Axa46LQ0Qi,"('Quarantine', 'CatsOfTheQuarantine', 'cats', 'workingfromhome')",5,Chicago
2940,2980,2020-04-01 16:26:13+00:00,"Hanging out with my office buddies. I keep telling them I have work to do, but they won’t leave me alone. #newnormal #workingfromhome #WednesdayMotivation https://t.co/14hJaNegPE","Hanging out with my office buddies. I keep telling them I have work to do, but they won’t leave me alone. #newnormal #workingfromhome #WednesdayMotivation https://t.co/14hJaNegPE","('newnormal', 'workingfromhome', 'WednesdayMotivation')",28,Chicago
2941,2981,2020-05-29 14:36:05+00:00,"End of week 11 #notworkingfromhome #essentialworkers #essential #covid19 #workingfromhome @ Lakeview, Chicago https://t.co/CCbs6aQs2A","End of week 11 #notworkingfromhome #essentialworkers #essential #covid19 #workingfromhome @ Lakeview, Chicago instagram.com/p/CAxnzFgFnuW/…","('notworkingfromhome', 'essentialworkers', 'essential', 'covid19', 'workingfromhome')",0,Chicago
2942,2982,2020-05-27 13:51:47+00:00,Nailed it! Who needs a standing desk when all you need is a bulk box of diapers? #shelterinplace #parenting #workingfromhome @ Logan Square https://t.co/nw17g1QQnu,Nailed it! Who needs a standing desk when all you need is a bulk box of diapers? #shelterinplace #parenting #workingfromhome @ Logan Square instagram.com/p/CAsZJC-l4io/…,"('shelterinplace', 'parenting', 'workingfromhome')",2,Chicago
2943,2984,2020-05-20 03:48:47+00:00,"Closing this long day out with the new knowledge that Roosevelt (Teddy not Franklin!) saved #football!

I trust #drunkhistory! 
🙌❤️🏈🤓🍷🖤💛✌🏼

#COVID19 #cheers 
#workingfromhome #WhatDayIsIt  #HereWeGo https://t.co/uq6u2RdhOC","Closing this long day out with the new knowledge that Roosevelt (Teddy not Franklin!) saved #football!

I trust #drunkhistory! 
🙌❤️🏈🤓🍷🖤💛✌🏼

#COVID19 #cheers 
#workingfromhome #WhatDayIsIt  #HereWeGo https://t.co/uq6u2RdhOC","('football', 'drunkhistory', 'COVID19', 'cheers', 'workingfromhome', 'WhatDayIsIt', 'HereWeGo')",0,Chicago
2944,2985,2020-05-19 19:43:11+00:00,If um outside 😷😷 it must b about 💰#nocap #stillgottaeat #no9to5 #enturpernuer #work #StayHome #workingfromhome #Chicago #tuesdayvibes #Quarantine https://t.co/E6osF6fzFv,If um outside 😷😷 it must b about 💰#nocap #stillgottaeat #no9to5 #enturpernuer #work #StayHome #workingfromhome #Chicago #tuesdayvibes #Quarantine https://t.co/E6osF6fzFv,"('nocap', 'stillgottaeat', 'no9to5', 'enturpernuer', 'work', 'StayHome', 'workingfromhome', 'Chicago', 'tuesdayvibes', 'Quarantine')",3,Chicago
2945,2986,2020-05-16 03:42:21+00:00,"So the good part about having 5 jobs is that when I get furloughed from 3 of them, you still have 2 jobs.  #giglife #workingfromhome","So the good part about having 5 jobs is that when I get furloughed from 3 of them, you still have 2 jobs.  #giglife #workingfromhome","('giglife', 'workingfromhome')",1,Chicago
2946,2987,2020-05-15 18:17:21+00:00,"Now off to do a 4 mile run before enjoying some Startrek episodes and then back to some unity game developing.

I'll stream some gaming later today to wrap up my evening. It's not like I can go clubbing anyways :)

#workingfromhome #gamedev #startrek #gaming #twitch #youtuber","Now off to do a 4 mile run before enjoying some Startrek episodes and then back to some unity game developing.

I'll stream some gaming later today to wrap up my evening. It's not like I can go clubbing anyways :)

#workingfromhome #gamedev #startrek #gaming #twitch #youtuber","('workingfromhome', 'gamedev', 'startrek', 'gaming', 'twitch', 'youtuber')",2,Chicago
2947,2988,2020-05-15 03:41:29+00:00,Fell asleep for 4 hours and now I am up doing some work. 🤷🏼‍♀️👍🏻 #QuarantineLife #workingfromhome https://t.co/J5SruC1eNe,Fell asleep for 4 hours and now I am up doing some work. 🤷🏼‍♀️👍🏻 #QuarantineLife #workingfromhome https://t.co/J5SruC1eNe,"('QuarantineLife', 'workingfromhome')",0,Chicago
2948,2989,2020-05-14 22:08:02+00:00,End of day 54 #workingfromhome #weareallinthistogether @ At Home https://t.co/4eq8EumcaD,End of day 54 #workingfromhome #weareallinthistogether @ At Home instagram.com/p/CALzmUdDQMs/…,"('workingfromhome', 'weareallinthistogether')",0,Chicago
2949,2990,2020-05-14 17:10:12+00:00,Aye! Aye! Aye! Our president only cares about winning another election. Aye aye aye. Not you or your families. Aye aye aye! #StayHome #coronavirus #lockdown #InThisTogether #workingfromhome,Aye! Aye! Aye! Our president only cares about winning another election. Aye aye aye. Not you or your families. Aye aye aye! #StayHome #coronavirus #lockdown #InThisTogether #workingfromhome,"('StayHome', 'coronavirus', 'lockdown', 'InThisTogether', 'workingfromhome')",1,Chicago
2950,2991,2020-05-09 13:41:17+00:00,Day 49 #workingfromhome #weareallinthistogether @ At Home https://t.co/c5pKCbtw4M,Day 49 #workingfromhome #weareallinthistogether @ At Home instagram.com/p/B_-BoXsDGPa/…,"('workingfromhome', 'weareallinthistogether')",0,Chicago
2951,2992,2020-05-06 11:47:34+00:00,"Cookies for Breakfast? Yeah! 🥰
Its a #Workingfromhome Wednesday &amp; I'm gonna enjoy these great cookies from @bigsoftyscookies for #StaffAppreciationWeek #workingfromhome #CheetahsTAW2020 #BeNobleDRW #itssonicetobeappreciated❤ 😊 https://t.co/FfPASGRutx","Cookies for Breakfast? Yeah! 🥰
Its a #Workingfromhome Wednesday &amp; I'm gonna enjoy these great cookies from @bigsoftyscookies for #StaffAppreciationWeek #workingfromhome #CheetahsTAW2020 #BeNobleDRW #itssonicetobeappreciated❤ 😊 https://t.co/FfPASGRutx","('Workingfromhome', 'StaffAppreciationWeek', 'workingfromhome', 'CheetahsTAW2020', 'BeNobleDRW', 'itssonicetobeappreciated')",4,Chicago
